epoch	loss	acc	val_loss	val_acc
0	2.1129870229297216	0.21944443881511688	1.880054767926534	0.1805555522441864
1	1.5783068418502808	0.4131944477558136	2.1446542713377212	0.1527777761220932
2	1.3776348537868923	0.5111111402511597	2.3832209534115263	0.16388888657093048
3	1.2607529560724895	0.5486111044883728	2.25725826687283	0.17499999701976776
4	1.1021321442392138	0.6194444298744202	2.3190650092230904	0.19722221791744232
5	1.0109644201066759	0.643750011920929	2.472849225997925	0.25
6	0.9399520940250821	0.6722221970558167	1.7873582734002007	0.38333332538604736
7	0.8586545666058858	0.6965277791023254	1.633703147040473	0.4333333373069763
8	0.7666100607977973	0.7298611402511597	1.1857731686698065	0.5972222089767456
9	0.6982892950375875	0.7715277671813965	1.1135768506262038	0.6499999761581421
10	0.6201699707243178	0.793055534362793	1.0932148668501112	0.6527777910232544
11	0.5810215996371375	0.8020833134651184	0.9599568830596076	0.6666666865348816
12	0.5312569598356883	0.8326388597488403	1.1363817400402494	0.6138888597488403
13	0.4284953660435147	0.8618055582046509	0.9246502942509122	0.6916666626930237
14	0.3903488010168076	0.8805555701255798	0.9401705847846137	0.6833333373069763
15	0.33460298909081354	0.9013888835906982	1.0422744704617395	0.7222222089767456
16	0.27598862565226023	0.9208333492279053	0.9234350813759697	0.7222222089767456
17	0.27000722454653847	0.9236111044883728	0.9604082266489665	0.699999988079071
18	0.24776874499188528	0.9208333492279053	1.0357387648688423	0.6972222328186035
19	0.22749906248516508	0.9243055582046509	1.076873305439949	0.6777777671813965
20	0.20201770795716179	0.9479166865348816	1.0786116282145182	0.7083333134651184
21	0.1536393576198154	0.9618055820465088	0.9356129858228895	0.7527777552604675
22	0.13540996693902546	0.96875	1.0117510967784458	0.7333333492279053
23	0.1461802584429582	0.9520833492279053	0.9736096911960178	0.7166666388511658
24	0.15526043764419026	0.9513888955116272	1.1580722305509779	0.6972222328186035
25	0.11526907632748286	0.9652777910232544	1.058889955944485	0.699999988079071
26	0.11647377593649758	0.9659722447395325	1.459941786279281	0.6888889074325562
27	0.10033967755734921	0.9708333611488342	1.0787293100522624	0.7388888597488403
28	0.06291509229275916	0.9895833134651184	1.0542832566632165	0.7277777791023254
29	0.06725262333121565	0.9833333492279053	0.9022543549537658	0.7583333253860474
30	0.057443590607080194	0.987500011920929	0.9617688549889458	0.7277777791023254
31	0.05391467370920711	0.987500011920929	0.9849614487753974	0.730555534362793
32	0.04809039069546594	0.988194465637207	1.028908247417874	0.7361111044883728
33	0.03377819278587898	0.9923611283302307	0.9707430541515351	0.7472222447395325
34	0.03380914924459325	0.9944444298744202	1.0139468669891358	0.7472222447395325
35	0.04401779590795438	0.9868055582046509	1.2261593302090963	0.7333333492279053
36	0.04922588575217459	0.9895833134651184	1.2860471540027194	0.7111111283302307
37	0.05809479976693789	0.9854166507720947	1.2509766949547663	0.7361111044883728
38	0.062073120868040454	0.988194465637207	1.129425753487481	0.7250000238418579
39	0.05441262397087283	0.987500011920929	1.1341847432984247	0.7333333492279053
40	0.06818210722671615	0.9770833253860474	1.1742865946557788	0.7333333492279053
41	0.1376095345450772	0.9590277671813965	1.5323513521088494	0.7083333134651184
42	0.10799771764626105	0.9638888835906982	1.47120111518436	0.7027778029441833
43	0.07716225331856144	0.9722222089767456	1.233149778842926	0.7277777791023254
44	0.05658859198706018	0.9840278029441833	1.1356896003087362	0.7388888597488403
45	0.039475901373144655	0.9923611283302307	1.1188057700792948	0.7222222089767456
46	0.040619043146984446	0.9909722208976746	1.227970055739085	0.7444444298744202
47	0.20741440314903029	0.9388889074325562	1.8090739329655965	0.6611111164093018
48	0.1443155446814166	0.949305534362793	1.4549206442303129	0.6916666626930237
49	0.10763428480260902	0.9638888835906982	1.2690275304433372	0.7444444298744202
50	0.06840691468161013	0.9743055701255798	1.2485416955418056	0.7666666507720947
51	0.05541932831207911	0.980555534362793	1.382559805446201	0.7361111044883728
52	0.05159337514390548	0.9847221970558167	1.1683787552846803	0.7583333253860474
53	0.03744538584206667	0.9902777671813965	1.347644525104099	0.7111111283302307
54	0.036834326489932005	0.9888888597488403	1.25203324953715	0.7444444298744202
