epoch	loss	acc	val_loss	val_acc
0	2.4847135914696588	0.16875000298023224	2.449886761771308	0.19722221791744232
1	2.3879669825236003	0.2506944537162781	2.2568361971113418	0.29722222685813904
2	2.1677678955925836	0.38333332538604736	2.034062827958001	0.47777777910232544
3	1.8683487229877047	0.5083333253860474	1.7716646247439913	0.5111111402511597
4	1.6702174186706542	0.5888888835906982	1.6443371931711832	0.5694444179534912
5	1.5545648283428617	0.6187499761581421	1.5254267268710666	0.6111111044883728
6	1.417568892902798	0.6736111044883728	1.456534825430976	0.6361111402511597
7	1.3362061474058362	0.6861110925674438	1.3496085087458292	0.675000011920929
8	1.261239100827111	0.6986111402511597	1.3131712555885315	0.675000011920929
9	1.200758515463935	0.7354166507720947	1.2426081975301106	0.6888889074325562
10	1.1344115495681764	0.730555534362793	1.1328735563490127	0.7222222089767456
11	1.0736887004640367	0.7604166865348816	1.1386373307969835	0.7250000238418579
12	1.0252956430117288	0.7597222328186035	1.0901731928189595	0.7138888835906982
13	0.9852636165089077	0.7791666388511658	1.007679691579607	0.7527777552604675
14	0.9390777601136102	0.7722222208976746	0.9599869913525052	0.7555555701255798
15	0.8895323554674784	0.8076388835906982	0.9207312252786425	0.7722222208976746
16	0.8573899573749966	0.8034722208976746	0.9089501910739475	0.7888888716697693
17	0.8185844394895766	0.8173611164093018	0.837963322798411	0.8194444179534912
18	0.7840882804658678	0.8166666626930237	0.8212350289026896	0.8222222328186035
19	0.7564994229210747	0.8263888955116272	0.7667236063215468	0.8277778029441833
20	0.7377164019478692	0.8298611044883728	0.7943738049930996	0.8111110925674438
21	0.678857253657447	0.8493055701255798	0.7771799643834432	0.8166666626930237
22	0.6621486491627163	0.8493055701255798	0.716029957930247	0.8500000238418579
23	0.6387133512232038	0.856249988079071	0.9118973586294387	0.7583333253860474
24	0.6253491249349382	0.8652777671813965	0.743796710173289	0.8305555582046509
25	0.6084994653860728	0.8777777552604675	0.6544461872842576	0.8638888597488403
26	0.5682889302571614	0.8819444179534912	0.621148384279675	0.8694444298744202
27	0.5533426794740889	0.8847222328186035	0.6987581849098206	0.8277778029441833
28	0.5362895177470313	0.8805555701255798	0.6145143740706973	0.8666666746139526
29	0.5116978704929351	0.8965277671813965	0.6223605493704478	0.8805555701255798
30	0.5102836655245887	0.8930555582046509	0.6129415525330437	0.8611111044883728
31	0.45963374508751764	0.9131944179534912	0.6999460140864054	0.8388888835906982
32	0.46883917649587	0.9055555462837219	0.8437679317262438	0.7250000238418579
33	0.44065213865704006	0.9215278029441833	0.5993267291122013	0.8722222447395325
34	0.4307911624511083	0.9194444417953491	0.5794955955611335	0.8888888955116272
35	0.4428266266981761	0.9090277552604675	0.7000102467007108	0.8305555582046509
36	0.401403836078114	0.9277777671813965	0.6687648945384556	0.8305555582046509
37	0.3762161781390508	0.9354166388511658	0.6984493527147505	0.8222222328186035
38	0.3612760209374958	0.9458333253860474	0.5670372353659736	0.8861111402511597
39	0.35907679266399806	0.9430555701255798	0.7811145557297601	0.7777777910232544
40	0.3467835817072127	0.9423611164093018	0.6020330369472504	0.8527777791023254
41	0.3360077324840758	0.9534721970558167	0.5469432989756267	0.875
42	0.33216213749514684	0.956250011920929	0.646873856915368	0.8500000238418579
43	0.31186960538228353	0.9555555582046509	0.5861000590854221	0.875
