epoch	loss	acc	val_loss	val_acc
0	7.172755071851943	0.19374999403953552	8.955299133724637	0.17499999701976776
1	6.585837144321865	0.3020833432674408	6.286875247955322	0.45277777314186096
2	5.969668979114957	0.4541666805744171	5.74585403866238	0.4472222328186035
3	5.473473188612196	0.5631944537162781	5.360256534152561	0.5861111283302307
4	5.0690630171034075	0.6006944179534912	5.054155021243625	0.5805555582046509
5	4.7027020123269825	0.6722221970558167	5.069336186514961	0.5527777671813965
6	4.371112083064185	0.7027778029441833	4.6343426280551485	0.6000000238418579
7	4.114410927560594	0.7229166626930237	4.5103119850158695	0.6499999761581421
8	3.835626823372311	0.7520833611488342	4.221654351552328	0.5555555820465088
9	3.5804044365882874	0.7763888835906982	4.0358717759450276	0.6361111402511597
10	3.3465380403730602	0.8055555820465088	3.8055906189812556	0.6527777910232544
11	3.1851014720069037	0.7951388955116272	3.6388074027167425	0.6972222328186035
12	3.003172731399536	0.8305555582046509	3.275104061762492	0.7416666746139526
13	2.8131205850177343	0.8368055820465088	3.2406666013929577	0.7361111044883728
14	2.6329559087753296	0.8659722208976746	3.4883632977803547	0.675000011920929
15	2.4784476346439783	0.8791666626930237	3.2215510898166233	0.6666666865348816
16	2.344572211636437	0.8826388716697693	3.1177126831478543	0.6888889074325562
17	2.2778304775555926	0.8784722089767456	3.4114643414815267	0.6666666865348816
18	2.0836306737528907	0.9152777791023254	2.770304414961073	0.7361111044883728
19	1.9715440293153128	0.9222221970558167	3.3190455860561796	0.6805555820465088
20	1.8874686267640857	0.9222221970558167	2.754226745499505	0.7166666388511658
21	1.7424282206429376	0.9513888955116272	2.838673464457194	0.730555534362793
22	1.7079184790452322	0.9326388835906982	3.4745897637473213	0.6583333611488342
23	1.666462278366089	0.9222221970558167	2.3954269991980657	0.7583333253860474
24	1.5529071317778693	0.9409722089767456	2.7932557344436644	0.6944444179534912
25	1.485598823759291	0.9548611044883728	2.8298945638868545	0.7083333134651184
26	1.4864888548851014	0.9243055582046509	2.8975171777937145	0.6472222208976746
27	1.3346729437510172	0.9624999761581421	2.240908816125658	0.7916666865348816
28	1.2675829827785492	0.9715277552604675	2.34599592950609	0.7416666746139526
29	1.2027747670809428	0.9736111164093018	2.852298355102539	0.7138888835906982
30	1.145119924015469	0.9694444537162781	2.2869083219104342	0.7166666388511658
31	1.1718344026141696	0.9479166865348816	2.5518247339460585	0.6972222328186035
32	1.1266853955056932	0.9548611044883728	2.6788841671413843	0.7194444537162781
33	1.0793211711777582	0.9590277671813965	3.240884478886922	0.6305555701255798
34	1.0276398999823464	0.9680555462837219	2.4717378245459662	0.7166666388511658
35	0.9753368556499481	0.9715277552604675	2.5973249951998394	0.6499999761581421
36	0.9653853201203876	0.9673610925674438	2.800955144564311	0.625
37	0.9857178684737947	0.9520833492279053	3.8530431707700092	0.6555555462837219
38	0.9480751822392146	0.9604166746139526	2.1861285977893408	0.7277777791023254
39	0.8613729119300843	0.9895833134651184	2.1144100189208985	0.7388888597488403
40	0.8508945984972848	0.9923611283302307	2.0766014655431113	0.7416666746139526
41	0.8409887158208423	0.9979166388511658	2.0923665603001913	0.7388888597488403
42	0.8437150875727336	0.9937499761581421	2.0577123867140874	0.7416666746139526
43	0.8266780962546666	1.0	2.058293824725681	0.7444444298744202
44	0.8321804261869854	0.9951388835906982	2.0409793655077615	0.7472222447395325
45	0.820287177628941	0.9993055462837219	2.0381248792012534	0.7527777552604675
46	0.8172512710094452	0.9993055462837219	2.0473751968807643	0.75
47	0.812212214867274	1.0	2.0690483609835306	0.7472222447395325
48	0.8113977077934477	0.9993055462837219	2.0482059584723578	0.7472222447395325
49	0.8053841478294796	1.0	2.0415952656004164	0.7527777552604675
50	0.8027407560083601	1.0	2.0602169235547385	0.7472222447395325
51	0.8049602488676707	0.9979166388511658	2.038030089272393	0.7583333253860474
52	0.7991348293092516	0.9986110925674438	2.0377821882565814	0.7555555701255798
53	0.7947071078750823	1.0	2.030660506089528	0.7527777552604675
54	0.7929719448089599	0.9993055462837219	2.028880908754137	0.7555555701255798
55	0.7911217047108544	0.9993055462837219	2.0211080961757237	0.7638888955116272
56	0.7892099565929837	0.9993055462837219	2.028393182489607	0.7583333253860474
57	0.7835579752922058	1.0	2.026870025528802	0.7611111402511597
58	0.7815071956978904	0.9993055462837219	2.032361590862274	0.7555555701255798
59	0.7784895701540842	0.9993055462837219	2.0331079840660093	0.7583333253860474
60	0.7766327712270948	1.0	2.0473936557769776	0.7583333253860474
61	0.7774574965238571	0.9986110925674438	2.0363477494981552	0.7666666507720947
